year	county	measure	rate	numerator	denominator	per
2016	Polk	Permanency in 12 months for children in foster care for 24 months or more	0	0	8	1
2016	Polk	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	2	1
2016	Polk	[HB630 - CWS5] Placement stability	11.81592039800995	57	4824	1000
2017	Polk	Maltreatment in foster care	0	0	13140	100000
2017	Polk	[HB630 - CWS2] Recurrence of maltreatment	0.014705882352941176	1	68	1
2017	Polk	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2	4	20	1
2017	Polk	Permanency in 12 months for children in foster care 12-23 months	0.375	3	8	1
2017	Polk	Permanency in 12 months for children in foster care for 24 months or more	0.21428571428571427	3	14	1
2017	Polk	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2017	Polk	[HB630 - CWS5] Placement stability	7.532956685499058	16	2124	1000
2018	Polk	Maltreatment in foster care	6.858710562414267	1	14580	100000
2018	Polk	[HB630 - CWS2] Recurrence of maltreatment	0.29508196721311475	18	61	1
2018	Polk	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.38461538461538464	5	13	1
2018	Polk	Permanency in 12 months for children in foster care 12-23 months	0.3076923076923077	4	13	1
2018	Polk	Permanency in 12 months for children in foster care for 24 months or more	0	0	12	1
2018	Polk	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	5	1
2018	Polk	[HB630 - CWS5] Placement stability	7.366482504604051	28	3801	1000
2019	Polk	Maltreatment in foster care	0	0	17023	100000
2019	Polk	[HB630 - CWS2] Recurrence of maltreatment	0.08791208791208792	8	91	1
2019	Polk	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2608695652173913	6	23	1
2019	Polk	Permanency in 12 months for children in foster care 12-23 months	0.6	3	5	1
2019	Polk	Permanency in 12 months for children in foster care for 24 months or more	0.2777777777777778	5	18	1
2019	Polk	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	2	1
2019	Polk	[HB630 - CWS5] Placement stability	6.785714285714286	19	2800	1000
2016	Randolph	Maltreatment in foster care	0	0	43960	100000
2016	Randolph	[HB630 - CWS2] Recurrence of maltreatment	0.0707070707070707	21	297	1
2016	Randolph	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.14634146341463414	6	41	1
2016	Randolph	Permanency in 12 months for children in foster care 12-23 months	0.4482758620689655	13	29	1
2016	Randolph	Permanency in 12 months for children in foster care for 24 months or more	0.5581395348837209	24	43	1
2016	Randolph	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	2	1
2016	Randolph	[HB630 - CWS5] Placement stability	4.799634313576108	63	13126	1000
2017	Randolph	Maltreatment in foster care	4.17868037273829	2	47862	100000
2017	Randolph	[HB630 - CWS2] Recurrence of maltreatment	0.11038961038961038	34	308	1
2017	Randolph	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.1794871794871795	14	78	1
2017	Randolph	Permanency in 12 months for children in foster care 12-23 months	0.5	15	30	1
2017	Randolph	Permanency in 12 months for children in foster care for 24 months or more	0.4	12	30	1
2017	Randolph	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	9	1
2017	Randolph	[HB630 - CWS5] Placement stability	5.175701443748297	57	11013	1000
2018	Randolph	Maltreatment in foster care	3.3933388757868306	2	58939	100000
2018	Randolph	[HB630 - CWS2] Recurrence of maltreatment	0.06875	22	320	1
2018	Randolph	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.21839080459770116	19	87	1
2018	Randolph	Permanency in 12 months for children in foster care 12-23 months	0.42857142857142855	18	42	1
2018	Randolph	Permanency in 12 months for children in foster care for 24 months or more	0.23333333333333334	7	30	1
2018	Randolph	[HB630 - CWS4] Re-entry to foster care in 12 months	0.05555555555555555	1	18	1
2018	Randolph	[HB630 - CWS5] Placement stability	4.509758183656014	58	12861	1000
2019	Randolph	Maltreatment in foster care	0	0	60205	100000
2019	Randolph	[HB630 - CWS2] Recurrence of maltreatment	0.06845238095238096	23	336	1
2019	Randolph	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.15384615384615385	12	78	1
2019	Randolph	Permanency in 12 months for children in foster care 12-23 months	0.4230769230769231	22	52	1
2019	Randolph	Permanency in 12 months for children in foster care for 24 months or more	0.5128205128205128	20	39	1
2019	Randolph	[HB630 - CWS4] Re-entry to foster care in 12 months	0.15384615384615385	2	13	1
2019	Randolph	[HB630 - CWS5] Placement stability	4.0897181928557735	64	15649	1000
2016	Richmond	Maltreatment in foster care	0	0	7759	100000
2016	Richmond	[HB630 - CWS2] Recurrence of maltreatment	0.018867924528301886	1	53	1
2016	Richmond	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.7058823529411765	12	17	1
2016	Richmond	Permanency in 12 months for children in foster care 12-23 months	0.2727272727272727	3	11	1
2016	Richmond	Permanency in 12 months for children in foster care for 24 months or more	0	0	2	1
2016	Richmond	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	9	1
2016	Richmond	[HB630 - CWS5] Placement stability	18.916595012897677	22	1163	1000
2017	Richmond	Maltreatment in foster care	0	0	7703	100000
2017	Richmond	[HB630 - CWS2] Recurrence of maltreatment	0.06451612903225806	6	93	1
2017	Richmond	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.42857142857142855	6	14	1
2017	Richmond	Permanency in 12 months for children in foster care 12-23 months	0.16666666666666666	1	6	1
2017	Richmond	Permanency in 12 months for children in foster care for 24 months or more	0.5	3	6	1
2017	Richmond	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	6	1
2017	Richmond	[HB630 - CWS5] Placement stability	9.05155450609996	23	2541	1000
2018	Richmond	Maltreatment in foster care	0	0	9544	100000
2018	Richmond	[HB630 - CWS2] Recurrence of maltreatment	0.09523809523809523	10	105	1
2018	Richmond	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5263157894736842	10	19	1
2018	Richmond	Permanency in 12 months for children in foster care 12-23 months	0.5714285714285714	4	7	1
2018	Richmond	Permanency in 12 months for children in foster care for 24 months or more	0.625	5	8	1
2018	Richmond	[HB630 - CWS4] Re-entry to foster care in 12 months	0.1	1	10	1
2018	Richmond	[HB630 - CWS5] Placement stability	6.037859007832898	37	6128	1000
2019	Richmond	Maltreatment in foster care	0	0	17315	100000
2019	Richmond	[HB630 - CWS2] Recurrence of maltreatment	0.1337579617834395	21	157	1
2019	Richmond	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.14285714285714285	5	35	1
2019	Richmond	Permanency in 12 months for children in foster care 12-23 months	0.6666666666666666	4	6	1
2019	Richmond	Permanency in 12 months for children in foster care for 24 months or more	0.4	2	5	1
2019	Richmond	[HB630 - CWS4] Re-entry to foster care in 12 months	0.06666666666666667	1	15	1
2019	Richmond	[HB630 - CWS5] Placement stability	4.448398576512456	30	6744	1000
2016	Robeson	Maltreatment in foster care	13.076868208944578	11	84118	100000
2016	Robeson	[HB630 - CWS2] Recurrence of maltreatment	0.09624413145539906	82	852	1
2016	Robeson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.6347826086956522	146	230	1
2016	Robeson	Permanency in 12 months for children in foster care 12-23 months	0.4745762711864407	28	59	1
2016	Robeson	Permanency in 12 months for children in foster care for 24 months or more	0.2857142857142857	16	56	1
2016	Robeson	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	161	1
2016	Robeson	[HB630 - CWS5] Placement stability	4.209349972061837	113	26845	1000
2017	Robeson	Maltreatment in foster care	8.996345234748382	8	88925	100000
2017	Robeson	[HB630 - CWS2] Recurrence of maltreatment	0.12939698492462312	103	796	1
2017	Robeson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.551948051948052	85	154	1
2017	Robeson	Permanency in 12 months for children in foster care 12-23 months	0.5294117647058824	27	51	1
2017	Robeson	Permanency in 12 months for children in foster care for 24 months or more	0.29850746268656714	20	67	1
2017	Robeson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.05128205128205128	4	78	1
2017	Robeson	[HB630 - CWS5] Placement stability	4.003695719125346	130	32470	1000
2018	Robeson	Maltreatment in foster care	13.136089891273595	13	98964	100000
2018	Robeson	[HB630 - CWS2] Recurrence of maltreatment	0.14863258026159334	125	841	1
2018	Robeson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.47928994082840237	81	169	1
2018	Robeson	Permanency in 12 months for children in foster care 12-23 months	0.3902439024390244	16	41	1
2018	Robeson	Permanency in 12 months for children in foster care for 24 months or more	0.2923076923076923	19	65	1
2018	Robeson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.08108108108108109	6	74	1
2018	Robeson	[HB630 - CWS5] Placement stability	3.1437050450178563	125	39762	1000
2019	Robeson	Maltreatment in foster care	13.583611372878623	16	117789	100000
2019	Robeson	[HB630 - CWS2] Recurrence of maltreatment	0.19427402862985685	190	978	1
2019	Robeson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5112107623318386	114	223	1
2019	Robeson	Permanency in 12 months for children in foster care 12-23 months	0.4727272727272727	26	55	1
2019	Robeson	Permanency in 12 months for children in foster care for 24 months or more	0.3225806451612903	20	62	1
2019	Robeson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0660377358490566	7	106	1
2019	Robeson	[HB630 - CWS5] Placement stability	2.9922202274087373	135	45117	1000
2016	Rockingham	Maltreatment in foster care	10.938525486764384	6	54852	100000
2016	Rockingham	[HB630 - CWS2] Recurrence of maltreatment	0.15267175572519084	60	393	1
2016	Rockingham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4819277108433735	40	83	1
2016	Rockingham	Permanency in 12 months for children in foster care 12-23 months	0.4883720930232558	21	43	1
2016	Rockingham	Permanency in 12 months for children in foster care for 24 months or more	0.2926829268292683	12	41	1
2016	Rockingham	[HB630 - CWS4] Re-entry to foster care in 12 months	0.02702702702702703	1	37	1
2016	Rockingham	[HB630 - CWS5] Placement stability	9.578544061302681	175	18270	1000
2017	Rockingham	Maltreatment in foster care	2.3703422774248604	1	42188	100000
2017	Rockingham	[HB630 - CWS2] Recurrence of maltreatment	0.06451612903225806	24	372	1
2017	Rockingham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.36046511627906974	31	86	1
2017	Rockingham	Permanency in 12 months for children in foster care 12-23 months	0.5588235294117647	19	34	1
2017	Rockingham	Permanency in 12 months for children in foster care for 24 months or more	0.6341463414634146	26	41	1
2017	Rockingham	[HB630 - CWS4] Re-entry to foster care in 12 months	0.02857142857142857	1	35	1
2017	Rockingham	[HB630 - CWS5] Placement stability	5.4330790930937205	52	9571	1000
2018	Rockingham	Maltreatment in foster care	2.966830831305999	1	33706	100000
2018	Rockingham	[HB630 - CWS2] Recurrence of maltreatment	0.06810035842293907	19	279	1
2018	Rockingham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.19047619047619047	8	42	1
2018	Rockingham	Permanency in 12 months for children in foster care 12-23 months	0.37142857142857144	13	35	1
2018	Rockingham	Permanency in 12 months for children in foster care for 24 months or more	0.7692307692307693	20	26	1
2018	Rockingham	[HB630 - CWS4] Re-entry to foster care in 12 months	0.13333333333333333	2	15	1
2018	Rockingham	[HB630 - CWS5] Placement stability	7.263405255287331	68	9362	1000
2019	Rockingham	Maltreatment in foster care	8.893038973743302	4	44979	100000
2019	Rockingham	[HB630 - CWS2] Recurrence of maltreatment	0.11206896551724138	39	348	1
2019	Rockingham	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3561643835616438	26	73	1
2019	Rockingham	Permanency in 12 months for children in foster care 12-23 months	0.38095238095238093	8	21	1
2019	Rockingham	Permanency in 12 months for children in foster care for 24 months or more	0.4090909090909091	9	22	1
2019	Rockingham	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	26	1
2019	Rockingham	[HB630 - CWS5] Placement stability	6.002462548737944	117	19492	1000
2016	Rowan	Maltreatment in foster care	0	0	49745	100000
2016	Rowan	[HB630 - CWS2] Recurrence of maltreatment	0.05517241379310345	16	290	1
2016	Rowan	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2876712328767123	21	73	1
2016	Rowan	Permanency in 12 months for children in foster care 12-23 months	0.6388888888888888	23	36	1
2016	Rowan	Permanency in 12 months for children in foster care for 24 months or more	0.23333333333333334	7	30	1
2016	Rowan	[HB630 - CWS4] Re-entry to foster care in 12 months	0.05555555555555555	1	18	1
2016	Rowan	[HB630 - CWS5] Placement stability	5.243676742751388	68	12968	1000
2017	Rowan	Maltreatment in foster care	1.9768706138183256	1	50585	100000
2017	Rowan	[HB630 - CWS2] Recurrence of maltreatment	0.10787172011661808	37	343	1
2017	Rowan	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2976190476190476	25	84	1
2017	Rowan	Permanency in 12 months for children in foster care 12-23 months	0.3076923076923077	8	26	1
2017	Rowan	Permanency in 12 months for children in foster care for 24 months or more	0.5588235294117647	19	34	1
2017	Rowan	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	25	1
2017	Rowan	[HB630 - CWS5] Placement stability	5.999489405157008	94	15668	1000
2018	Rowan	Maltreatment in foster care	5.370761573991191	3	55858	100000
2018	Rowan	[HB630 - CWS2] Recurrence of maltreatment	0.05246913580246913	17	324	1
2018	Rowan	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.34408602150537637	32	93	1
2018	Rowan	Permanency in 12 months for children in foster care 12-23 months	0.4791666666666667	23	48	1
2018	Rowan	Permanency in 12 months for children in foster care for 24 months or more	0.39285714285714285	11	28	1
2018	Rowan	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0625	2	32	1
2018	Rowan	[HB630 - CWS5] Placement stability	4.415738482831345	67	15173	1000
2019	Rowan	Maltreatment in foster care	9.0309762485324665	6	66438	100000
2019	Rowan	[HB630 - CWS2] Recurrence of maltreatment	0.04391891891891892	13	296	1
2019	Rowan	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.18888888888888888	17	90	1
2019	Rowan	Permanency in 12 months for children in foster care 12-23 months	0.32608695652173914	15	46	1
2019	Rowan	Permanency in 12 months for children in foster care for 24 months or more	0.36666666666666664	11	30	1
2019	Rowan	[HB630 - CWS4] Re-entry to foster care in 12 months	0.125	2	16	1
2019	Rowan	[HB630 - CWS5] Placement stability	4.211332312404288	88	20896	1000
2016	Rutherford	Maltreatment in foster care	2.0140581257175083	1	49651	100000
2016	Rutherford	[HB630 - CWS2] Recurrence of maltreatment	0.16587677725118483	35	211	1
2016	Rutherford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5205479452054794	38	73	1
2016	Rutherford	Permanency in 12 months for children in foster care 12-23 months	0.5909090909090909	13	22	1
2016	Rutherford	Permanency in 12 months for children in foster care for 24 months or more	0.3793103448275862	11	29	1
2016	Rutherford	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	43	1
2016	Rutherford	[HB630 - CWS5] Placement stability	2.730206006453214	55	20145	1000
2017	Rutherford	Maltreatment in foster care	16.336532570961815	8	48970	100000
2017	Rutherford	[HB630 - CWS2] Recurrence of maltreatment	0.12	36	300	1
2017	Rutherford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.38738738738738737	43	111	1
2017	Rutherford	Permanency in 12 months for children in foster care 12-23 months	0.6896551724137931	20	29	1
2017	Rutherford	Permanency in 12 months for children in foster care for 24 months or more	0.24	6	25	1
2017	Rutherford	[HB630 - CWS4] Re-entry to foster care in 12 months	0.06451612903225806	2	31	1
2017	Rutherford	[HB630 - CWS5] Placement stability	3.1948881789137378	37	11581	1000
2018	Rutherford	Maltreatment in foster care	7.812957790495537	4	51197	100000
2018	Rutherford	[HB630 - CWS2] Recurrence of maltreatment	0.13307984790874525	35	263	1
2018	Rutherford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5375	43	80	1
2018	Rutherford	Permanency in 12 months for children in foster care 12-23 months	0.41025641025641024	16	39	1
2018	Rutherford	Permanency in 12 months for children in foster care for 24 months or more	0.3333333333333333	8	24	1
2018	Rutherford	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	40	1
2018	Rutherford	[HB630 - CWS5] Placement stability	2.5355958650282817	52	20508	1000
2019	Rutherford	Maltreatment in foster care	2.085070892410342	1	47960	100000
2019	Rutherford	[HB630 - CWS2] Recurrence of maltreatment	0.09863945578231292	29	294	1
2019	Rutherford	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.34951456310679613	36	103	1
2019	Rutherford	Permanency in 12 months for children in foster care 12-23 months	0.3333333333333333	9	27	1
2019	Rutherford	Permanency in 12 months for children in foster care for 24 months or more	0.5714285714285714	20	35	1
2019	Rutherford	[HB630 - CWS4] Re-entry to foster care in 12 months	0.03125	1	32	1
2019	Rutherford	[HB630 - CWS5] Placement stability	3.4198350432508553	34	9942	1000
2016	Sampson	Maltreatment in foster care	13.396295924176965	4	29859	100000
2016	Sampson	[HB630 - CWS2] Recurrence of maltreatment	0.028901734104046242	5	173	1
2016	Sampson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4909090909090909	27	55	1
2016	Sampson	Permanency in 12 months for children in foster care 12-23 months	0.375	3	8	1
2016	Sampson	Permanency in 12 months for children in foster care for 24 months or more	0.3548387096774194	11	31	1
2016	Sampson	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	23	1
2016	Sampson	[HB630 - CWS5] Placement stability	13.644992880873279	115	8428	1000
2017	Sampson	Maltreatment in foster care	15.99829351535836	6	37504	100000
2017	Sampson	[HB630 - CWS2] Recurrence of maltreatment	0.1527777777777778	33	216	1
2017	Sampson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4166666666666667	25	60	1
2017	Sampson	Permanency in 12 months for children in foster care 12-23 months	0.14285714285714285	2	14	1
2017	Sampson	Permanency in 12 months for children in foster care for 24 months or more	0.18181818181818182	4	22	1
2017	Sampson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.06896551724137931	2	29	1
2017	Sampson	[HB630 - CWS5] Placement stability	4.396266184884071	73	16605	1000
2018	Sampson	Maltreatment in foster care	14.436611246120162	6	41561	100000
2018	Sampson	[HB630 - CWS2] Recurrence of maltreatment	0.05803571428571429	13	224	1
2018	Sampson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.45121951219512196	37	82	1
2018	Sampson	Permanency in 12 months for children in foster care 12-23 months	0.5	13	26	1
2018	Sampson	Permanency in 12 months for children in foster care for 24 months or more	0.2222222222222222	6	27	1
2018	Sampson	[HB630 - CWS4] Re-entry to foster care in 12 months	0.02631578947368421	1	38	1
2018	Sampson	[HB630 - CWS5] Placement stability	4.247787610619469	48	11300	1000
2019	Sampson	Maltreatment in foster care	6.086612495815454	2	32859	100000
2019	Sampson	[HB630 - CWS2] Recurrence of maltreatment	0.08196721311475409	20	244	1
2019	Sampson	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2127659574468085	10	47	1
2019	Sampson	Permanency in 12 months for children in foster care 12-23 months	0.7272727272727273	24	33	1
2019	Sampson	Permanency in 12 months for children in foster care for 24 months or more	0.21428571428571427	6	28	1
2019	Sampson	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	9	1
2019	Sampson	[HB630 - CWS5] Placement stability	9.994033412887827	67	6704	1000
2016	Scotland	Maltreatment in foster care	0	0	17344	100000
2016	Scotland	[HB630 - CWS2] Recurrence of maltreatment	0.10429447852760736	17	163	1
2016	Scotland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.52	13	25	1
2016	Scotland	Permanency in 12 months for children in foster care 12-23 months	0	0	4	1
2016	Scotland	Permanency in 12 months for children in foster care for 24 months or more	0.125	2	16	1
2016	Scotland	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	10	1
2016	Scotland	[HB630 - CWS5] Placement stability	3.4972677595628414	16	4575	1000
2017	Scotland	Maltreatment in foster care	3.9909007462984394	1	25057	100000
2017	Scotland	[HB630 - CWS2] Recurrence of maltreatment	0.10695187165775401	20	187	1
2017	Scotland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.2826086956521739	13	46	1
2017	Scotland	Permanency in 12 months for children in foster care 12-23 months	0.5714285714285714	4	7	1
2017	Scotland	Permanency in 12 months for children in foster care for 24 months or more	0.2222222222222222	4	18	1
2017	Scotland	[HB630 - CWS4] Re-entry to foster care in 12 months	0.2222222222222222	4	18	1
2017	Scotland	[HB630 - CWS5] Placement stability	9.188704616763783	41	4462	1000
2018	Scotland	Maltreatment in foster care	4.501462975467026	1	22215	100000
2018	Scotland	[HB630 - CWS2] Recurrence of maltreatment	0.1658291457286432	33	199	1
2018	Scotland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5483870967741935	17	31	1
2018	Scotland	Permanency in 12 months for children in foster care 12-23 months	0.4666666666666667	14	30	1
2018	Scotland	Permanency in 12 months for children in foster care for 24 months or more	0.07142857142857142	1	14	1
2018	Scotland	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	18	1
2018	Scotland	[HB630 - CWS5] Placement stability	2.4757582009490404	12	4847	1000
2019	Scotland	Maltreatment in foster care	0	0	31359	100000
2019	Scotland	[HB630 - CWS2] Recurrence of maltreatment	0.07692307692307693	19	247	1
2019	Scotland	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.30434782608695654	14	46	1
2019	Scotland	Permanency in 12 months for children in foster care 12-23 months	0.09090909090909091	1	11	1
2019	Scotland	Permanency in 12 months for children in foster care for 24 months or more	0.08	2	25	1
2019	Scotland	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	7	1
2019	Scotland	[HB630 - CWS5] Placement stability	4.027091341753615	22	5463	1000
2016	Stanly	Maltreatment in foster care	0	0	9737	100000
2016	Stanly	[HB630 - CWS2] Recurrence of maltreatment	0.13804713804713806	41	297	1
2016	Stanly	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.17647058823529413	3	17	1
2016	Stanly	Permanency in 12 months for children in foster care 12-23 months	0.625	5	8	1
2016	Stanly	Permanency in 12 months for children in foster care for 24 months or more	0	0	3	1
2016	Stanly	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	4	1
2016	Stanly	[HB630 - CWS5] Placement stability	2.807411566535654	5	1781	1000
2017	Stanly	Maltreatment in foster care	9.602458229306702	1	10414	100000
2017	Stanly	[HB630 - CWS2] Recurrence of maltreatment	0.0703125	18	256	1
2017	Stanly	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.625	10	16	1
2017	Stanly	Permanency in 12 months for children in foster care 12-23 months	0.5	5	10	1
2017	Stanly	Permanency in 12 months for children in foster care for 24 months or more	0.6	3	5	1
2017	Stanly	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	8	1
2017	Stanly	[HB630 - CWS5] Placement stability	4.4372730939895115	11	2479	1000
2018	Stanly	Maltreatment in foster care	7.99105002397315	1	12514	100000
2018	Stanly	[HB630 - CWS2] Recurrence of maltreatment	0.13537117903930132	31	229	1
2018	Stanly	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.15384615384615385	4	26	1
2018	Stanly	Permanency in 12 months for children in foster care 12-23 months	1	3	3	1
2018	Stanly	Permanency in 12 months for children in foster care for 24 months or more	0.6666666666666666	4	6	1
2018	Stanly	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	3	1
2018	Stanly	[HB630 - CWS5] Placement stability	7.006369426751593	22	3140	1000
2019	Stanly	Maltreatment in foster care	8.089305937550558	1	12362	100000
2019	Stanly	[HB630 - CWS2] Recurrence of maltreatment	0.09558823529411764	26	272	1
2019	Stanly	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.38095238095238093	8	21	1
2019	Stanly	Permanency in 12 months for children in foster care 12-23 months	0.5	8	16	1
2019	Stanly	Permanency in 12 months for children in foster care for 24 months or more	0	0	2	1
2019	Stanly	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	8	1
2019	Stanly	[HB630 - CWS5] Placement stability	2.466091245376079	6	2433	1000
2016	Stokes	Maltreatment in foster care	9.541681244235235	3	31441	100000
2016	Stokes	[HB630 - CWS2] Recurrence of maltreatment	0.18562874251497005	31	167	1
2016	Stokes	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.5555555555555556	45	81	1
2016	Stokes	Permanency in 12 months for children in foster care 12-23 months	0.4	6	15	1
2016	Stokes	Permanency in 12 months for children in foster care for 24 months or more	0.3333333333333333	2	6	1
2016	Stokes	[HB630 - CWS4] Re-entry to foster care in 12 months	0.0392156862745098	2	51	1
2016	Stokes	[HB630 - CWS5] Placement stability	9.83932117710778	109	11078	1000
2017	Stokes	Maltreatment in foster care	12.885352575459844	4	31043	100000
2017	Stokes	[HB630 - CWS2] Recurrence of maltreatment	0.13333333333333333	22	165	1
2017	Stokes	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.45454545454545453	30	66	1
2017	Stokes	Permanency in 12 months for children in foster care 12-23 months	0.7142857142857143	20	28	1
2017	Stokes	Permanency in 12 months for children in foster care for 24 months or more	0.6363636363636364	7	11	1
2017	Stokes	[HB630 - CWS4] Re-entry to foster care in 12 months	0.03125	1	32	1
2017	Stokes	[HB630 - CWS5] Placement stability	11.286065349959042	124	10987	1000
2018	Stokes	Maltreatment in foster care	0	0	32581	100000
2018	Stokes	[HB630 - CWS2] Recurrence of maltreatment	0.06547619047619048	11	168	1
2018	Stokes	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.3333333333333333	22	66	1
2018	Stokes	Permanency in 12 months for children in foster care 12-23 months	0.6153846153846154	16	26	1
2018	Stokes	Permanency in 12 months for children in foster care for 24 months or more	0.3333333333333333	2	6	1
2018	Stokes	[HB630 - CWS4] Re-entry to foster care in 12 months	0.14285714285714285	2	14	1
2018	Stokes	[HB630 - CWS5] Placement stability	10.38986740550168	105	10106	1000
2019	Stokes	Maltreatment in foster care	14.001680201624197	4	28568	100000
2019	Stokes	[HB630 - CWS2] Recurrence of maltreatment	0.05303030303030303	7	132	1
2019	Stokes	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.43636363636363634	24	55	1
2019	Stokes	Permanency in 12 months for children in foster care 12-23 months	0.6363636363636364	21	33	1
2019	Stokes	Permanency in 12 months for children in foster care for 24 months or more	0.5	5	10	1
2019	Stokes	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	19	1
2019	Stokes	[HB630 - CWS5] Placement stability	12.196580174578502	102	8363	1000
2016	Surry	Maltreatment in foster care	40.145759990117966	13	32382	100000
2016	Surry	[HB630 - CWS2] Recurrence of maltreatment	0.18181818181818182	60	330	1
2016	Surry	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4576271186440678	27	59	1
2016	Surry	Permanency in 12 months for children in foster care 12-23 months	0.4375	7	16	1
2016	Surry	Permanency in 12 months for children in foster care for 24 months or more	0.5833333333333334	7	12	1
2016	Surry	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	21	1
2016	Surry	[HB630 - CWS5] Placement stability	5.1955412809370864	55	10586	1000
2017	Surry	Maltreatment in foster care	3.5808923583757073	1	27926	100000
2017	Surry	[HB630 - CWS2] Recurrence of maltreatment	0.20512820512820512	64	312	1
2017	Surry	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.42592592592592593	23	54	1
2017	Surry	Permanency in 12 months for children in foster care 12-23 months	0.5238095238095238	11	21	1
2017	Surry	Permanency in 12 months for children in foster care for 24 months or more	0.7857142857142857	11	14	1
2017	Surry	[HB630 - CWS4] Re-entry to foster care in 12 months	0	0	22	1
2017	Surry	[HB630 - CWS5] Placement stability	4.168932390792097	23	5517	1000
2018	Surry	Maltreatment in foster care	18.294914013904133	5	27330	100000
2018	Surry	[HB630 - CWS2] Recurrence of maltreatment	0.12639405204460966	34	269	1
2018	Surry	[HB630 - CWS3] Permanency in 12 months for children entering foster care	0.4117647058823529	14	34	1
2018	Surry	Permanency in 12 months for children in foster care 12-23 months	0.48	12	25	1
